,budget,usa_gross_income,worlwide_gross_income
62690,,$ 34787,$ 358486
62691,,,$ 2778028
62692,EUR 7350000,,$ 23785681
62693,,$ 34362,$ 221016
62694,$ 150000000,$ 92054159,$ 259239658
62695,,,
62696,,,
62697,,,$ 846407
62698,EUR 2000000,,
62699,,,$ 331571
62700,,,
62701,,,$ 557845
62702,,,
62703,HKD 200000000,$ 18759,$ 29668475
62704,INR 40000000,,$ 59295
62705,$ 2500000,$ 14806,$ 54110
62706,,,
62707,$ 1200000,,
62708,,,$ 3521253
62709,,,
62710,,,
62711,$ 50000,,
62712,CAD 2200000,,
62713,,,
62714,,,$ 2659443
62715,,$ 16057,$ 202085
62716,,,$ 1902
62717,,,
62718,,,$ 396596
62719,,,
62720,$ 350000,,
62721,$ 550000,,
62722,$ 250000,,
62723,GBP 520000,,
62724,,,$ 6150771
62725,EUR 17000000,$ 16685867,$ 73244881
62726,,$ 15123,$ 452024
62727,,,$ 686545
62728,$ 25000000,$ 35593113,$ 94073028
62729,INR 650000,,
62730,,,$ 1656399
62731,$ 49000000,,
62732,,,$ 925344
62733,,,$ 15404986
62734,$ 135000000,$ 83028128,$ 282570682
62735,$ 110000000,$ 61433527,$ 121790373
62736,CZK 70000000,,$ 1202940
62737,,,
62738,$ 200,,
62739,,,$ 7030376
62740,$ 1000000,,$ 317411
62741,$ 60000,,
62742,,,
62743,,,$ 12326773
62744,,,$ 3216990
62745,,$ 114000,$ 362200
62746,,,
62747,,,$ 12229392
62748,,,
62749,$ 750000,$ 4010957,$ 4424699
62750,$ 1400000,,
62751,,,$ 2785978
62752,,,$ 3866902
62753,NOK 3700000,,$ 33144
62754,EUR 1500000,,$ 37445
62755,,,
62756,,,
62757,,,
62758,,,$ 1083489
62759,$ 1700000,,
62760,,,
62761,,,$ 273069
62762,,,
62763,$ 1000000,,
62764,,,
62765,,,$ 19705392
62766,,,
62767,,,$ 698910
62768,,$ 54051,$ 54051
62769,,,$ 1696199
62770,$ 1500000,,
62771,,,
62772,,,
62773,EUR 848000,,$ 3153132
62774,EUR 4000000,$ 74,$ 146155
62775,$ 500000,$ 1777,$ 1777
62776,,,
62777,EUR 1500000,,$ 4032630
62778,,,
62779,,,
62780,,,$ 64097
62781,,,$ 883144
62782,,,
62783,EUR 5300000,$ 857522,$ 4190884
62784,,,
62785,,,
62786,,,$ 342597
62787,,,
62788,$ 300000,,
62789,,,$ 11497822
62790,$ 1000000,$ 6002451,$ 10656155
62791,,,
62792,,,$ 71792
62793,,,
62794,$ 3000000,,
62795,,,
62796,,,
62797,$ 5300000,,$ 8106158
62798,,$ 2000,
62799,$ 12000000,$ 2521,$ 15220
62800,,,$ 3578966
62801,,,
62802,,,$ 312542
62803,,,$ 565895
62804,,,$ 171143
62805,INR 105000000,,
62806,,,
62807,INR 100000000,,$ 163533
62808,,,
62809,,,
62810,,,$ 3682156
62811,,,$ 7415529
62812,$ 2000000,$ 2850357,$ 2940411
62813,,,$ 11156312
62814,,,
62815,,,
62816,,,$ 204395
62817,,,
62818,,,
62819,$ 2000000,,
62820,$ 6500000,$ 2301839,$ 2891812
62821,$ 15000000,,$ 1738798
62822,,,$ 37273
62823,,,
62824,,,
62825,,,
62826,,,
62827,SEK 15000000,,$ 14479
62828,,,
62829,,,
62830,,$ 5310554,$ 5378228
62831,GBP 230,,
62832,$ 80000,,
62833,,,
62834,,,$ 5378651
62835,$ 750000,,
62836,,,
62837,,,
62838,,$ 8735,$ 371657
62839,,$ 9781,$ 2249781
62840,,,$ 332059
62841,,,
62842,$ 200000000,$ 202853933,$ 708982323
62843,$ 50000000,$ 47119388,$ 84419388
62844,,,$ 19248130
62845,$ 2000000,$ 327345,$ 1150681
62846,EUR 15000000,,$ 16840841
62847,,,
62848,,,
62849,,,$ 395220
62850,,,$ 23022
62851,$ 5000000,,
62852,CAD 1200000,,
62853,,,
62854,,,
62855,$ 2500000,$ 31478,$ 31478
62856,,,
62857,,,
62858,$ 750000,,
62859,,$ 4917,$ 4917
62860,,,
62861,,,$ 1311519
62862,,,
62863,,$ 704,$ 712216
62864,$ 1500000,$ 8437,$ 8437
62865,TRL 300000,,$ 110543
62866,CLP 153000000,$ 16778,$ 16778
62867,$ 1200000,$ 122305,$ 232857
62868,,,$ 1679389
62869,$ 14000000,$ 24397469,$ 24637800
62870,,,$ 3699225
62871,$ 650000,,
62872,EUR 3746500,,$ 433848
62873,,,
62874,INR 100000000,,
62875,$ 800000,,
62876,,,
62877,,,$ 51594
62878,,,$ 1174
62879,,,
62880,$ 200000000,$ 233921534,$ 746045700
62881,$ 3000000,,
62882,,,
62883,$ 4000000,$ 10753574,$ 10898293
62884,$ 20000,,
62885,$ 9000000,$ 14431633,$ 19370020
62886,$ 85000,,
62887,,,$ 28222
62888,THB 750000000,,$ 6790191
62889,,,
62890,EUR 1500000,,
62891,$ 2000000,,
62892,$ 195000,,
62893,,,
62894,,,
62895,,,$ 1630053
62896,$ 2500,,
62897,$ 4400000,,$ 32182
62898,,,$ 70149
62899,,$ 42884,
62900,$ 9000,$ 5000,$ 5000
62901,PLN 2600000,,$ 684957
62902,,$ 187112,$ 1663165
62903,INR 100000000,,
62904,$ 6000000,,
62905,,,$ 29023960
62906,,,
62907,$ 6000000,,$ 69396
62908,,,$ 2759870
62909,,,
62910,,,
62911,EUR 1500000,,
62912,,$ 222989,$ 1472431
62913,,,
62914,,,
62915,,$ 16184,$ 16184
62916,,,
62917,,,$ 3121099
62918,,$ 94300,$ 191185
62919,,,
62920,$ 3500000,,
62921,,,$ 1094277
62922,$ 340000,,
62923,,,
62924,,,
62925,,,
62926,$ 10000,,
62927,,$ 1469,$ 1469
62928,,,$ 17748829
62929,,,
62930,,$ 48995,$ 48995
62931,$ 1500000,$ 1938,$ 1938
62932,,,
62933,,,$ 3031682
62934,$ 2000000,,$ 25047
62935,,,
62936,,$ 68961,$ 11868961
62937,,,
62938,$ 7000000,,$ 291742
62939,,$ 8919,$ 347600
62940,,,
62941,,,$ 2358597
62942,,,$ 3746294
62943,EUR 6000000,,$ 1864651
62944,,,
62945,,,$ 319982
62946,$ 1500000,,
62947,$ 150000,,
62948,,,
62949,,,
62950,$ 2000000,,
62951,,,
62952,,,$ 9873
62953,$ 2000000,,$ 3889
62954,,,$ 732067
62955,,,
62956,,,$ 136541
62957,,,
62958,,,$ 263507
62959,,,
62960,,,
62961,,,INR 170400000
62962,$ 100000,,
62963,INR 20000000,,
62964,,,$ 718808
62965,,,$ 151103
62966,EUR 12000000,,$ 13264865
62967,,,$ 33578
62968,,,$ 23891
62969,$ 500000,,
62970,,,
62971,,,
62972,$ 500000,,
62973,JPY 50000000,,$ 18993
62974,$ 20000,,
62975,INR 350000000,,
62976,,,
62977,,,$ 2649271
62978,,,
62979,,,$ 5588517
62980,CZK 10000000,,
62981,,,$ 1155290
62982,,$ 188850,$ 509872
62983,,$ 21008,$ 22313
62984,,,
62985,EUR 2100000,,$ 1073326
62986,,,$ 473104
62987,INR 850000000,,$ 389237
62988,,,$ 743012
62989,EUR 2000000,,$ 718409
62990,,,$ 8039544
62991,,,
62992,,,$ 755146
62993,,,$ 49028
62994,$ 2300000,,
62995,,,$ 6145395
62996,$ 20000000,$ 36895,$ 12671109
62997,,,
62998,,,$ 888041
62999,GBP 20000,,
63000,$ 8000000,$ 60213,$ 925762
63001,,$ 120680,$ 120680
63002,,,
63003,EUR 12000000,,$ 2140941
63004,,,
63005,,,
63006,,,
63007,$ 200000,,
63008,,,
63009,,,
63010,$ 20000000,$ 45055776,$ 98690254
63011,,,
63012,,,
63013,,,$ 128537
63014,,,
63015,,,
63016,,,$ 14244325
63017,,,
63018,,,$ 1321413
63019,$ 25000,,
63020,,,$ 1125867
63021,,,
63022,EUR 540000,,$ 2577377
63023,$ 2000000,,$ 998291
63024,,,$ 1900262
63025,EUR 12000000,,$ 2143479
63026,$ 10000000,,
63027,,,
63028,,,
63029,$ 1100000,$ 4105187,$ 9148519
63030,,,
63031,,,$ 1142
63032,,,
63033,,,$ 974100
63034,,,$ 13443879
63035,,,$ 1234841
63036,,,$ 94928
63037,,,
63038,,,
63039,EUR 3800000,,$ 25396
63040,,,
63041,,$ 46021,$ 106425
63042,,,$ 1255290
63043,INR 50000000,,$ 72174
63044,,,$ 278129
63045,,,
63046,,,$ 1673004
63047,,,$ 19971259
63048,$ 35000000,$ 17616641,$ 46922566
63049,,,
63050,$ 1300000,,
63051,THB 100000000,,$ 279415
63052,,,$ 5217347
63053,$ 160000000,$ 238679850,$ 788680968
63054,$ 6000000,,
63055,,,$ 19259164
63056,,,
63057,MXN 12500000,,
63058,,$ 3234,$ 3234
63059,,,$ 3465020
63060,$ 850000,,
63061,BDT 30000000,,
63062,,,$ 61178
63063,,,$ 2719970
63064,,$ 15715,$ 121034
63065,EUR 1000000,,
63066,,,$ 280477
63067,$ 1000000,,$ 117797
63068,,,$ 552629
63069,$ 200000,,
63070,,,
63071,,,$ 1417455
63072,$ 1000000,$ 96734,$ 96734
63073,$ 31000000,$ 93772375,$ 161772375
63074,$ 750000,,
63075,,,$ 4718965
63076,,$ 25342,$ 25342
63077,,,$ 204593
63078,,,$ 2412576
63079,,,$ 42943
63080,,,
63081,,,$ 90393
63082,,,$ 21434003
63083,$ 10000,,
63084,,,
63085,,,
63086,,,$ 1872727
63087,$ 870000,,
63088,,$ 342667,$ 9245235
63089,,,$ 1567478
63090,,,
63091,EUR 7000000,,$ 10987361
63092,,,
63093,$ 13000000,$ 51872378,$ 68572631
63094,$ 132000000,$ 83850911,$ 373515621
63095,$ 5000000,,$ 1473445
63096,,$ 122550,$ 393880
63097,$ 45000000,,$ 1625784
63098,CAD 1500000,,
63099,,,
63100,,$ 21267,$ 49128
63101,,,
63102,$ 10000000,,$ 459815
63103,,,
63104,,,
63105,$ 300000,,$ 228984
63106,$ 7000000,$ 113721571,$ 167739368
63107,,,$ 27707149
63108,,,
63109,,$ 5274,$ 5274
63110,,,
63111,,,
63112,$ 450000,,$ 94920
63113,,,
63114,$ 200000,$ 15433,$ 15433
63115,,,
63116,,,
63117,,$ 169181,$ 494079
63118,,,
63119,,,$ 7732614
63120,,,$ 1573762
63121,,,
63122,,,
63123,,$ 59000,$ 228501
63124,BDT 3000000,,
63125,EGP 21394000,,$ 1158353
63126,,,
63127,$ 2000000,,
63128,$ 12000000,,$ 48502
63129,,,$ 1573052
63130,,,$ 855802
63131,,,$ 5191840
63132,$ 1000000,,
63133,$ 3000000,$ 447954,$ 12128575
63134,,,
63135,,,$ 4017761
63136,EUR 2000000,,$ 1512427
63137,,,
63138,CNY 30000000,,$ 85557721
63139,EUR 1000000,,
63140,,,$ 500168
63141,$ 90000,,
63142,,,$ 7158880
63143,,,$ 289246
63144,EUR 2200000,,$ 140330
63145,,,
63146,,,$ 30183621
63147,,,
63148,,,$ 6960601
63149,,,$ 8817
63150,$ 100000000,$ 23219748,$ 117831631
63151,,,$ 446644
63152,GBP 2300000,,$ 197857
63153,,,
63154,EUR 5000000,,$ 283324
63155,,$ 17484,$ 4809022
63156,,,
63157,,,
63158,INR 30000000,,$ 6773
63159,,,$ 15298
63160,,$ 13746,$ 322348
63161,,,
63162,,,
63163,,$ 38399,$ 129818
63164,,,$ 10705
63165,$ 3000000,,$ 48985
63166,$ 18000000,$ 1034589,$ 1197759
63167,EUR 400000,,
63168,,,
63169,,,$ 50425
63170,,,
63171,,,$ 58153
63172,$ 1100000,$ 103739,$ 103739
63173,$ 3000000,$ 48086903,$ 82515113
63174,,,$ 93243
63175,,,$ 2602489
63176,EUR 3500000,,$ 3305084
63177,,,
63178,,,
63179,EUR 5000000,,$ 716783
63180,,,$ 143365
63181,,$ 346669,$ 13090471
63182,EUR 13500000,$ 100035,$ 20919703
63183,$ 20000000,$ 2328743,$ 24261569
63184,$ 17000000,$ 82390774,$ 138224951
63185,,$ 233380,$ 2227905
63186,$ 10400000,,$ 2500277
63187,,,
63188,EUR 1670000,,$ 1721942
63189,,,
63190,$ 12000000,$ 1463,$ 255080
63191,,,
63192,,$ 2463,$ 3399790
63193,,,
63194,,,$ 95714
63195,$ 25000,,
63196,,,
63197,,,
63198,,,
63199,,,
63200,,,
63201,UAH 16000000,,$ 174289
63202,GBP 1300000,,
63203,,,$ 200004
63204,,,$ 26923513
63205,$ 10000,,
63206,INR 30000000,,
63207,,,
63208,GBP 25000,,
63209,$ 75000,,
63210,,,
63211,EUR 4000000,,
63212,EUR 4800000,,
63213,,,
63214,$ 1000000,,
63215,$ 3200000,,
63216,$ 1500000,,
63217,,,
63218,,,$ 1770376
63219,$ 2000000,,
63220,$ 12000000,$ 91443253,$ 101888019
63221,,,$ 6357
63222,,,
63223,,,
63224,,,
63225,INR 70000000,,
63226,,,$ 28085162
63227,,,$ 175682
63228,,,
63229,,,$ 14469
63230,ILS 110000,,
63231,,,
63232,BDT 10000000,,
63233,$ 1800000,,$ 261779
63234,$ 5000,,
63235,,,
63236,,,$ 6489
63237,,$ 207853,$ 747140
63238,,,
63239,EUR 3500000,,$ 2719402
63240,$ 35000000,$ 21819348,$ 46522137
63241,$ 7000000,$ 5661,$ 5661
63242,,$ 59100,$ 7691610
63243,$ 15000000,$ 15024049,$ 32226382
63244,,,
63245,,,
63246,$ 3019382,$ 555166,$ 3247466
63247,,,
63248,$ 1000000,,
63249,,$ 6940,$ 10963
63250,,,$ 18110621
63251,,,$ 7295261
63252,,$ 1065881,$ 3499442
63253,$ 6000000,$ 1066471,$ 2711379
63254,,,
63255,,,
63256,,,
63257,,,$ 16532
63258,,,
63259,,,$ 2041270
63260,,,
63261,,$ 1532594,$ 16706074
63262,EUR 6453637,,$ 4341211
63263,,,$ 11560
63264,EUR 1000,,
63265,$ 500000,$ 117047,$ 128668
63266,EUR 570000,,
63267,,$ 66171,$ 634784
63268,,,$ 18618028
63269,$ 2000000,$ 147,$ 22443
63270,$ 1000000,,
63271,,,
63272,$ 16500000,,
63273,EUR 1200000,,$ 509253
63274,AUD 4500000,,$ 495760
63275,$ 2500000,$ 12522,$ 98280
63276,$ 3100000,,
63277,$ 125000,,
63278,,,
63279,$ 25000,,
63280,$ 10000000,$ 21590086,$ 32613173
63281,EUR 24340000,$ 7793,$ 9650552
63282,$ 2200000,,
63283,EUR 3800000,,$ 48556
63284,,,
63285,,,$ 306004
63286,EUR 2200000,$ 9129,$ 9129
63287,,,$ 4992233
63288,,,
63289,$ 110000000,$ 87242834,$ 296482446
63290,,,$ 1511190
63291,ZAR 8000000,,$ 1069699
63292,ZAR 5000000,,$ 1127059
63293,,$ 21832,$ 23589
63294,,$ 742,$ 8481997
63295,$ 900000,$ 6997,$ 245027
63296,,,
63297,EUR 5000000,,$ 4343816
63298,,,$ 4798222
63299,,$ 21381,$ 80546
63300,,,$ 114975
63301,,$ 338523,$ 16968297
63302,,$ 9572,$ 25109572
63303,,,$ 8779609
63304,$ 250000,,
63305,,$ 28026,$ 28026
63306,EUR 700000,,$ 76414
63307,,,$ 2273746
63308,$ 500000,$ 7965,$ 20700
63309,,,$ 2110493
63310,$ 100000,,
63311,,,
63312,,,$ 51116421
63313,,,
63314,,,
63315,,$ 785896,$ 13545832
63316,,,$ 22193
63317,,,$ 33642
63318,$ 30000000,$ 35266619,$ 84790678
63319,,,
63320,,,
63321,,,$ 846261
63322,,,$ 107279
63323,,,$ 1414049
63324,,,$ 529130
63325,,,
63326,$ 2000000,,
63327,INR 50000000,,
63328,EUR 800000,,$ 121687
63329,,,
63330,,,$ 1341356
63331,,,$ 86166
63332,$ 10000,,
63333,EUR 8500000,,$ 3093416
63334,,,
63335,,,
63336,,,$ 5963910
63337,,,
63338,,,$ 102591
63339,,,
63340,,,
63341,$ 1000000,,
63342,$ 30000,,
63343,,$ 24296,$ 48767
63344,$ 1200000,,
63345,,,
63346,,,$ 30082188
63347,,,
63348,,,$ 40390
63349,,,
63350,,,$ 957959
63351,EUR 2000000,,$ 3795398
63352,INR 15000000,,
63353,,,$ 291097
63354,$ 1500000,,
63355,$ 2500000,$ 3003,$ 8315
63356,,,$ 609894
63357,,,$ 358156
63358,$ 1000000,$ 6543,$ 6543
63359,,,
63360,JPY 2000000,,
63361,,,
63362,,,
63363,,,
63364,,,$ 19835053
63365,,,$ 2092903
63366,,,$ 2046528
63367,$ 4000000,,
63368,$ 40000000,$ 8201,$ 10079201
63369,$ 25000000,,$ 7289
63370,,,
63371,$ 45000000,$ 20150241,$ 32450241
63372,,,$ 169159
63373,$ 1850000,,
63374,,,
63375,,,
63376,,,$ 2310135
63377,,$ 350864,$ 1373292
63378,,,
63379,,,$ 16835
63380,GBP 15000,,
63381,,,$ 1936376
63382,,,
63383,CAD 25000,,
63384,,,
63385,,,$ 47387
63386,,,
63387,,$ 598668,$ 8036853
63388,,,
63389,,,$ 827884
63390,,$ 3301,$ 3301
63391,$ 97600000,$ 117624357,$ 225508210
63392,,,
63393,,,
63394,$ 50000,,
63395,,,$ 841747
63396,,$ 39324,$ 39324
63397,CHF 4000000,,$ 16158
63398,,,
63399,,,$ 1323261
63400,,$ 101700,$ 4822849
63401,,,
63402,$ 16000000,$ 2025328,$ 5952884
63403,,$ 21252,$ 1318468
63404,$ 900000,,$ 467
63405,$ 103000000,$ 112200072,$ 362000072
63406,$ 130000000,$ 424668047,$ 865011746
63407,$ 125000000,$ 337135885,$ 755356711
63408,$ 160000000,$ 281723902,$ 658344137
63409,,,$ 1279336
63410,INR 300000000,,$ 341767
63411,EUR 500000,,$ 1704467
63412,EUR 3100000,$ 57474,$ 1052010
63413,,,$ 231738
63414,,,
63415,$ 13000000,$ 1832541,$ 1832541
63416,$ 3000000,,
63417,$ 600000,,
63418,,,
63419,EUR 1300000,,$ 398821
63420,$ 1000000,,
63421,,,$ 7863913
63422,INR 184000000,,$ 4384642
63423,,,
63424,,,
63425,,,$ 328870
63426,EUR 37500,,
63427,EUR 300000,$ 150275,$ 2826333
63428,$ 7000,,
63429,,,
63430,INR 50000000,,
63431,,,
63432,,,
63433,,,
63434,,,
63435,,,
63436,,,$ 673866
63437,,,
63438,$ 248820,,
63439,,,$ 22058
63440,,,
63441,$ 40000000,$ 38543473,$ 126069509
63442,,,
63443,INR 90000000,,
63444,EUR 150000,,$ 50854
63445,,$ 204373,$ 687636
63446,,,
63447,,,
63448,,,$ 13759
63449,GBP 1000000,,
63450,,,
63451,,,
63452,,,
63453,,,
63454,,,
63455,,,$ 2000203
63456,$ 4275000,,$ 190819
63457,,$ 14752,$ 14752
63458,,,
63459,,,$ 1843438
63460,$ 125000000,$ 101200044,$ 359200044
63461,,,
63462,$ 30000000,$ 75468583,$ 176600207
63463,$ 33000000,$ 36249674,$ 67234188
63464,,,$ 711177
63465,DKK 6500000,,$ 3382354
63466,$ 15000,,
63467,,,
63468,,,
63469,,,$ 171373
63470,,,
63471,,,$ 83188
63472,$ 335000,$ 11146,$ 11146
63473,,,
63474,$ 50000,,
63475,,,
63476,,,
63477,$ 190000000,$ 93436322,$ 209035668
63478,,,$ 12792
63479,,,
63480,,$ 389757,$ 16190771
63481,,,
63482,$ 50000,,
63483,,,$ 394485
63484,,$ 3576,$ 3576
63485,,,
63486,,,$ 1728638
63487,INR 40000000,,
63488,$ 1500000,,$ 22990
63489,,,$ 2121635
63490,,,
63491,,,
63492,GBP 900000,,
63493,,$ 5719,$ 5719
63494,$ 200000,,
63495,$ 150000,,
63496,,,
63497,,,$ 39848
63498,,,
63499,INR 450000000,,$ 107843
63500,$ 25000000,$ 17501244,$ 25601244
63501,GBP 3000000,,$ 54903
63502,GBP 3000,,
63503,$ 800000,,
63504,,,$ 302101
63505,$ 30000000,$ 1013945,$ 68316452
63506,,,
63507,,,$ 538992
63508,,,
63509,$ 18000000,$ 13371528,$ 20275812
63510,,,
63511,$ 15000000,$ 1659002,$ 1659002
63512,,,
63513,$ 2500000,,
63514,,,
63515,,,$ 9065716
63516,$ 6700000,$ 1430655,$ 1824678
63517,,,$ 958715
63518,,,
63519,EUR 5000000,,$ 3974349
63520,,,$ 223165
63521,DKK 3100000,,$ 471159
63522,,,$ 4058247
63523,,,$ 26980
63524,$ 7000000,,$ 6237990
63525,$ 270000,$ 319285,$ 592116
63526,,,$ 7298
63527,,,$ 600000
63528,,$ 8601,$ 8601
63529,,,
63530,,,$ 244686
63531,$ 30000,,
63532,,,$ 423477
63533,$ 15000000,$ 17237855,$ 36233517
63534,$ 175000000,$ 39175066,$ 148675066
63535,GBP 20000,,
63536,,,
63537,,,$ 892817
63538,,,
63539,$ 26000000,$ 26766213,$ 38609668
63540,,,
63541,,$ 7750,$ 7750
63542,,,
63543,$ 196000,,
63544,,,$ 270495
63545,EUR 800000,,$ 86419
63546,$ 24000,,
63547,,,
63548,,,$ 33560
63549,,$ 19003,$ 19003
63550,,,
63551,$ 7000000,$ 1333124,$ 3377430
63552,$ 25000000,$ 3652206,$ 3885342
63553,GBP 20000,,
63554,,,
63555,,,$ 2871035
63556,$ 125000,$ 180117,$ 180117
63557,,,$ 126535
63558,$ 10000000,,$ 99861
63559,$ 31000000,$ 507463,$ 13551951
63560,,,
63561,$ 65000000,$ 5775076,$ 34227298
63562,,,$ 27553
63563,,,$ 176916
63564,TWD 14000000,,
63565,TWD 20000000,,
63566,$ 2000000,,
63567,,$ 19684,$ 641929
63568,,,$ 8462
63569,,,
63570,,,
63571,,,
63572,,,
63573,EUR 4500000,,$ 1922273
63574,$ 8000000,,$ 280437
63575,,,
63576,,,
63577,,,
63578,,,
63579,,,
63580,,,
63581,,$ 10782,$ 10782
63582,,,
63583,,$ 11263,$ 38263
63584,,,
63585,,,
63586,,$ 9000,$ 9000
63587,,,$ 26477012
63588,CAD 50000,,
63589,,,$ 8829781
63590,,,$ 2444372
63591,,,
63592,,$ 5102,$ 63469
63593,,,
63594,,,$ 19508880
63595,,,
63596,,,
63597,,$ 32445,$ 37687024
63598,$ 38000000,$ 26947624,$ 96983009
63599,$ 200000000,$ 434038008,$ 1073394593
63600,$ 2000,,
63601,$ 200000000,$ 123087120,$ 332207671
63602,,,$ 342330
63603,,,
63604,CAD 500000,,
63605,$ 300,,
63606,CNY 5000000,,$ 13969010
63607,$ 26000000,$ 49875291,$ 87305549
63608,$ 200000,,
63609,EUR 1550000,,$ 1267946
63610,,,$ 53120
63611,,,$ 285116
63612,$ 8000000,$ 16170632,$ 63464861
63613,,,$ 26516
63614,$ 1500000,$ 3718,$ 6090
63615,,,$ 74144
63616,INR 450000000,$ 1791780,$ 4035090
63617,,,$ 182485
63618,,,$ 40657
63619,,,
63620,,$ 212094,$ 1317376
63621,$ 33000000,$ 173564,$ 9494789
63622,$ 170000000,$ 206362140,$ 644783140
63623,$ 120000000,$ 33700160,$ 221600160
63624,,,
63625,,,$ 145470
63626,,,
63627,,,
63628,,,
63629,$ 17000000,$ 65001093,$ 115350426
63630,EUR 6000000,,$ 3291151
63631,$ 1000000,,
63632,,,
63633,,,
63634,,,
63635,,,
63636,,,$ 2757
63637,,,$ 5299831
63638,INR 50000000,,
63639,,,$ 3062455
63640,,,$ 225937
63641,,,
63642,$ 10000000,$ 3336053,$ 3336053
63643,GBP 4900000,$ 2159041,$ 2313509
63644,$ 650000,,
63645,,,
63646,,,
63647,,,$ 123233
63648,,,
63649,GBP 105,,
63650,,,
63651,$ 73000000,$ 107509366,$ 352333929
63652,$ 78000000,$ 119793567,$ 274325949
63653,GBP 2000000,$ 1078826,$ 2355293
63654,,,$ 844674
63655,,,$ 1280
63656,,,$ 16726
63657,,,
63658,,,
63659,,$ 6100,$ 6100
63660,$ 100000,,
63661,,,
63662,,,
63663,,,$ 30163
63664,,,
63665,$ 7000000,$ 887851,$ 887851
63666,,,$ 280598
63667,EUR 17000000,,$ 16049338
63668,,,
63669,BDT 12300000,,
63670,,,
63671,,$ 72,$ 646175
63672,,$ 21316,$ 21316
63673,,,$ 3929796
63674,,,$ 223204
63675,,,
63676,$ 37500000,$ 108252517,$ 125856180
63677,,,
63678,,$ 3184,$ 3184
63679,BRL 5500000,,$ 14576408
63680,,,
63681,,,$ 413767
63682,,,$ 1069859
63683,,,
63684,,,
63685,,,
63686,,,
63687,$ 6000000,,$ 85226
63688,$ 1000,,
63689,,,
63690,,,$ 7821
63691,,,$ 77839
63692,,,$ 608881
63693,,,
63694,,,$ 65036
63695,,$ 338803,$ 338803
63696,,,
63697,$ 200000,,
63698,,,$ 19527
63699,,$ 25079,$ 611365
63700,$ 500000,$ 4876,$ 102819
63701,$ 7000000,,
63702,,$ 127958,$ 1492780
63703,,,
63704,$ 2500000,$ 3325038,$ 4806423
63705,,,
63706,,,$ 5747918
63707,,,
63708,GBP 250000,,$ 31794
63709,,$ 10969,$ 10969
63710,,,
63711,,,
63712,,,
63713,$ 1000000,$ 18119640,$ 38390020
63714,,,$ 156867
63715,INR 120000000,,$ 4763946
63716,,,
63717,CAD 7500,,
63718,,$ 14001,$ 14001
63719,,,
63720,,$ 665861,$ 673268
63721,,,$ 94423
63722,EUR 1100000,,$ 14841
63723,,,
63724,$ 2500000,,
63725,,,
63726,,,$ 194780
63727,$ 1200000,,$ 597199
63728,$ 500000,,
63729,$ 15000000,$ 172000,$ 252805
63730,$ 750000,$ 41000,$ 41000
63731,$ 80000,,
63732,$ 500000,$ 60818,$ 60818
63733,,,
63734,,$ 3153157,$ 10711027
63735,,,
63736,,,
63737,$ 2400000,,
63738,EUR 292000,,
63739,,,$ 42652
63740,$ 850000,$ 1251749,$ 1386088
63741,EUR 4300000,$ 970325,$ 2362019
63742,,,$ 1515707
63743,$ 10000,,
63744,,$ 1213128,$ 1213128
63745,EUR 2800000,,$ 1915540
63746,,,$ 4441109
63747,INR 50000000,,$ 38695
63748,,,
63749,$ 12000,,
63750,EUR 8000000,,$ 1601058
63751,,,
63752,,,$ 1797867
63753,,,
63754,,,
63755,,,
63756,$ 500000,,
63757,,,
63758,,,
63759,,,$ 9065101
63760,,,
63761,INR 60000000,,$ 104740
63762,$ 1000000,,$ 73621
63763,$ 5500000,$ 11107431,$ 18159691
63764,,,
63765,,,
63766,,$ 89661,$ 500207
63767,,,
63768,,,
63769,$ 3000000,,$ 49660749
63770,,,
63771,$ 20000000,$ 8008161,$ 17496820
63772,,,
63773,,,
63774,,,$ 155084
63775,,,
63776,,,$ 491
63777,,,
63778,$ 650000,$ 90106,$ 90106
63779,,,$ 1255727
63780,$ 2000000,,
63781,,,
63782,$ 18000000,$ 150157400,$ 270665134
63783,$ 7200000,,$ 4383978
63784,$ 40000000,$ 43034523,$ 86234523
63785,,$ 61465,$ 61465
63786,,,
63787,$ 5000000,,
63788,$ 3100000,,
63789,$ 500000,,$ 604565
63790,,,$ 2853528
63791,,,$ 4270
63792,,,
63793,,,
63794,$ 27220000,,$ 5617460
63795,$ 150000,,
63796,GBP 1500000,,$ 96948
63797,,,
63798,,,$ 242850
63799,,,
63800,,$ 8176,$ 8176
63801,$ 26000000,$ 12227722,$ 27972023
63802,$ 115000,,
63803,$ 4500000,,
63804,$ 6000000,,
63805,EUR 2300000,,$ 159846
63806,,,
63807,,,$ 8393
63808,EUR 1600000,,$ 6780
63809,,,$ 442287
63810,,,$ 6712
63811,,,$ 290894
63812,,$ 102041,$ 127852
63813,,$ 11018,$ 20629645
63814,$ 200000,,
63815,,,$ 21561934
63816,,,$ 41661
63817,$ 23000000,$ 136166,$ 4670432
63818,,,
63819,CNY 30000000,$ 191826,$ 4776272
63820,$ 350000,,
63821,$ 200000,,
63822,,,$ 2924568
63823,,,
63824,,,
63825,,,
63826,,,
63827,INR 12500000,,
63828,$ 6000000,,$ 283995
63829,,,$ 11113
63830,,,$ 2727185
63831,INR 5000000,,
63832,$ 1500000,,
63833,,,$ 3658542
63834,,,$ 414849
63835,,,
63836,$ 13200000,$ 52543632,$ 54323210
