,budget,usa_gross_income,worlwide_gross_income
61546,$ 325000,,
61547,,,
61548,,,
61549,,,$ 892591
61550,,,$ 2647739
61551,,,$ 447282
61552,,,$ 246091
61553,,,
61554,EUR 1500000,,$ 1369780
61555,,,$ 1181929
61556,$ 35000,,
61557,,,
61558,,,
61559,,,
61560,,,$ 1107131
61561,,,
61562,,,
61563,,$ 38674,$ 3889260
61564,,,
61565,,,$ 611866
61566,,,$ 10673606
61567,,,
61568,,,
61569,,$ 150564,$ 215034
61570,INR 200000000,,$ 7315
61571,$ 100000,,
61572,$ 2500000,,
61573,,,$ 183640
61574,,,$ 45482
61575,,$ 8631,$ 8631
61576,,,$ 17257994
61577,$ 4000000,,
61578,$ 25500000,$ 42472,$ 2566435
61579,,$ 2544,$ 2544
61580,,,$ 2929474
61581,$ 2100000,,
61582,$ 1200000,,
61583,$ 2000000,,
61584,,,
61585,$ 16000000,$ 45512466,$ 68263166
61586,$ 15000,,
61587,,,
61588,,,
61589,EUR 14000000,$ 52624,$ 14107313
61590,,,
61591,$ 20000000,,$ 2140476
61592,,$ 408015,$ 424088
61593,,$ 7466,$ 8210
61594,$ 7500000,$ 6842058,$ 9929706
61595,,$ 27160,$ 27160
61596,,,$ 20251745
61597,$ 22000000,$ 64508620,$ 205736628
61598,,,
61599,,,
61600,,,
61601,EUR 3500000,,$ 3687123
61602,,,$ 2325035
61603,$ 2300000,,
61604,,,$ 49016
61605,,,
61606,$ 3000000,,$ 27345
61607,,,
61608,,,
61609,,,$ 101542
61610,,,$ 131577
61611,,,
61612,BRL 3500000,,$ 1647168
61613,,,
61614,,,
61615,CAD 3700,,
61616,$ 100000,,
61617,,,
61618,EUR 830000,,$ 522191
61619,,,
61620,PLN 1354000,,$ 198276
61621,,$ 3546,$ 1995712
61622,CAD 250000,,
61623,,$ 1597998,$ 6366835
61624,,,
61625,,,
61626,EUR 2000000,,
61627,,,$ 103821
61628,,,
61629,NOK 9000000,,$ 458344
61630,HUF 50000000,,
61631,GBP 9000,,
61632,$ 3000000,,
61633,$ 25000,,
61634,,,$ 30186159
61635,,,
61636,,,
61637,,,
61638,,,
61639,$ 2500000,,$ 1116184
61640,,$ 6000,$ 355979
61641,,,$ 6965
61642,,,$ 742004
61643,CZK 65000000,,$ 2615533
61644,,,
61645,$ 300000,,
61646,,,
61647,,,
61648,,,
61649,$ 150000,,
61650,$ 176199,,
61651,,,
61652,NZD 1600000,,
61653,,,$ 1244165
61654,,,
61655,EUR 500000,,$ 822522
61656,,,
61657,$ 100000,,
61658,,$ 39185,$ 124279
61659,EUR 300000,,$ 545764
61660,,,INR 171500000
61661,GBP 120000,,
61662,LVL 426000,,$ 87232
61663,,,$ 118
61664,,,$ 3553389
61665,,,$ 5705323
61666,,,
61667,,,
61668,CAD 600000,,
61669,,,$ 125917
61670,$ 30000000,,$ 111686
61671,,,
61672,$ 20000,,
61673,$ 2000000,$ 2436,$ 2436
61674,$ 1000000,,
61675,$ 81200000,$ 1339152,$ 97571250
61676,,,$ 33735
61677,,,$ 490
61678,,,
61679,,,
61680,EUR 6100000,,$ 21753
61681,,$ 285151,$ 6311661
61682,,$ 228004,$ 228004
61683,,,
61684,EUR 305000,,$ 14262
61685,,,$ 3692494
61686,$ 857199,,$ 857199
61687,,,
61688,INR 100000000,,
61689,,,
61690,,,$ 7170
61691,$ 380000,,$ 1968
61692,,,$ 34995189
61693,,,
61694,INR 250000000,,
61695,,,
61696,,,$ 80236
61697,,,
61698,,,$ 343324
61699,EUR 4000000,,$ 993275
61700,SEK 1000000,,
61701,,,$ 26512
61702,,,$ 3258985
61703,,,$ 103002
61704,,$ 340058,$ 2865068
61705,,,$ 396871
61706,,,
61707,,,
61708,,$ 20984,$ 80848
61709,CAD 1000000,,
61710,$ 7000000,,$ 647839
61711,$ 4500000,,$ 688009
61712,INR 40000000,,
61713,,,$ 2770574
61714,,$ 383,$ 4144297
61715,,,
61716,EUR 3520000,,$ 134299
61717,INR 70000000,,
61718,,,
61719,$ 3000000,$ 18193,$ 512315
61720,$ 360000,,
61721,,,
61722,,,$ 14377649
61723,EUR 700,,$ 333857
61724,$ 1200000,$ 595018,$ 595018
61725,$ 15000000,$ 335359,$ 21766271
61726,$ 2000000,$ 1005800,$ 1034448
61727,,,$ 2200
61728,$ 250000,$ 3395391,$ 3852409
61729,,,
61730,GBP 250000,,
61731,$ 1500000,$ 3491669,$ 3909596
61732,$ 35000000,$ 6700035,$ 43155261
61733,$ 35000000,$ 67544505,$ 88215156
61734,,$ 40685,$ 98240
61735,,,$ 87633
61736,GBP 100000,,$ 714441
61737,,,$ 56203
61738,,,$ 1103960
61739,,,
61740,$ 1500000,$ 1558836,$ 1558836
61741,,,
61742,,,
61743,,,
61744,EUR 600,,
61745,,,
61746,$ 80000000,$ 36076121,$ 126546518
61747,,,$ 56141
61748,,,
61749,$ 2900000,$ 74918,$ 1048704
61750,,,
61751,,,
61752,$ 20000,,
61753,$ 2000000,$ 22836,$ 92654
61754,,,
61755,,,
61756,$ 26000,,
61757,,,$ 669933
61758,$ 12000000,$ 7919574,$ 35485056
61759,,,$ 573
61760,$ 15000000,$ 15026056,$ 37930465
61761,EUR 2000000,,$ 713108
61762,GBP 350800,,
61763,$ 2000,,
61764,,,
61765,,,$ 12500
61766,$ 2053763,,
61767,,,
61768,$ 20000,,
61769,,,$ 192041
61770,$ 5000000,,$ 14823830
61771,$ 3000000,,
61772,EUR 10000,,
61773,$ 2500000,,
61774,GBP 300000,,$ 1873
61775,,,
61776,$ 100000000,$ 85028192,$ 314975955
61777,,,
61778,,,
61779,,,
61780,$ 4500000,,$ 7917683
61781,$ 200000,,$ 541362
61782,,,$ 2562285
61783,$ 400000,,
61784,,,$ 4298
61785,,,$ 9388513
61786,,,$ 79500
61787,$ 4500000,,
61788,$ 27000000,,$ 1149267
61789,,$ 111996,$ 6034851
61790,$ 2000000,$ 12754783,$ 16527747
61791,,$ 7396,$ 7396
61792,,,
61793,,,$ 244992
61794,$ 5000000,,
61795,,,
61796,,$ 100616,$ 2255291
61797,$ 18000000,$ 135739,$ 3807134
61798,$ 5000000,$ 17687709,$ 26236153
61799,$ 2600000,,$ 6318409
61800,$ 2000000,,$ 33462
61801,$ 210000,,
61802,,,$ 2478806
61803,,,$ 548579
61804,,,
61805,$ 10000000,$ 5637066,$ 10835752
61806,,,
61807,$ 100000,,
61808,,,
61809,$ 165000000,$ 189422889,$ 471222889
61810,,$ 4373,$ 4373
61811,,$ 15091,$ 15091
61812,,,
61813,,,$ 1550505
61814,$ 7500000,,$ 21274
61815,$ 6700000,$ 531997,$ 7507008
61816,,,
61817,,,$ 6712
61818,,,$ 861895
61819,$ 1000000,,
61820,$ 800000,,
61821,,,
61822,,,$ 29232
61823,,,$ 833955
61824,,,$ 73153
61825,,,$ 293866
61826,,,INR 173400000
61827,,,$ 3239812
61828,,,
61829,,,$ 5110929
61830,,,$ 597862
61831,$ 20000,,
61832,CAD 100000,,
61833,,,
61834,,,$ 102661
61835,,,$ 293898
61836,$ 4340000,$ 993031,$ 1597269
61837,EUR 150000,,
61838,,,
61839,,,
61840,$ 2000000,,
61841,$ 500000,,
61842,INR 60000000,,
61843,$ 200000,,
61844,,,$ 624912
61845,,,$ 87583
61846,,,
61847,,,
61848,,,
61849,,,$ 1856973
61850,$ 1050000,,
61851,,,$ 515031
61852,,,
61853,,,$ 126315
61854,AUD 20000,,
61855,$ 5000000,,$ 661769
61856,INR 12000000,,
61857,,,
61858,$ 3000,,
61859,,,
61860,,,$ 6197324
61861,,,$ 525341
61862,,,$ 3376
61863,,,
61864,,,$ 4185
61865,$ 50000,,
61866,,,$ 2206089
61867,,,
61868,,$ 177802,$ 7621364
61869,EGP 1000000,,
61870,,,$ 41224
61871,,,
61872,,,
61873,,,
61874,$ 500000,,
61875,$ 10000000,$ 1064454,$ 1064454
61876,GBP 900000,,$ 82225
61877,,,
61878,$ 5000,,
61879,,,$ 105638
61880,$ 5000000,$ 104028807,$ 207039844
61881,,,
61882,,,
61883,$ 300000,,
61884,,,
61885,$ 3100000,$ 1327841,$ 1327841
61886,$ 1000000,,
61887,$ 50000,,
61888,,,$ 4431953
61889,,,$ 1600139
61890,$ 2000000,$ 58510,$ 294696
61891,,,
61892,$ 1500000,$ 55007,$ 4381603
61893,,,$ 710237
61894,,$ 434702,$ 585845
61895,$ 5000000,,
61896,,$ 653951,$ 848646
61897,BRL 4800000,,$ 607187
61898,CAD 11000,,
61899,$ 40600000,$ 12816367,$ 68929150
61900,$ 7300000,,$ 23998
61901,,,
61902,,,$ 139650
61903,CAD 300000,,
61904,EUR 1400000,,$ 242174
61905,$ 20000000,$ 4712792,$ 4978353
61906,SEK 21000000,,$ 2008270
61907,,,$ 1010
61908,,$ 14836,$ 79178
61909,,,$ 3710016
61910,BRL 1300000,,$ 67754
61911,BRL 2000000,,$ 7744506
61912,$ 16200000,$ 27288872,$ 54418872
61913,$ 17350,,
61914,INR 70000000,,
61915,,,
61916,,,
61917,,,
61918,,,$ 25030264
61919,$ 18,$ 35730,$ 35797045
61920,PLN 27000000,,$ 8417043
61921,EUR 330000,,
61922,,,$ 186119
61923,,,$ 5021464
61924,,,$ 132461
61925,CAD 4950000,,
61926,,,
61927,,,$ 128009
61928,,,$ 3288330
61929,INR 320000000,,
61930,,,
61931,EUR 550000,,$ 56014
61932,,,
61933,,$ 22620,$ 1649260
61934,,,$ 1343905
61935,,,
61936,GBP 1000000,,
61937,,$ 141951,$ 141951
61938,,,$ 1502434
61939,,,$ 3965979
61940,,,$ 11785
61941,,$ 44830,$ 44830
61942,,,
61943,,,
61944,$ 20000,,
61945,,,$ 1729514
61946,MYR 2000000,,$ 1445461
61947,$ 10000000,,$ 12732423
61948,,,$ 4892
61949,EUR 1300000,,$ 2492128
61950,,,$ 536945
61951,EUR 1400000,$ 35784,$ 35784
61952,$ 100000,,
61953,,,
61954,$ 8000000,,$ 12211
61955,,,
61956,$ 300000,,
61957,,,
61958,$ 6000000,,
61959,,,$ 124558
61960,,,
61961,,,$ 140
61962,$ 100000,,
61963,,,
61964,,,
61965,$ 5000000,$ 5728,$ 346729
61966,$ 15600000,,$ 747872
61967,,,$ 1977469
61968,$ 300000,,
61969,$ 3000000,,
61970,,,
61971,$ 15000,,
61972,EUR 1586000,,$ 3137319
61973,,,$ 17917697
61974,GBP 20000,,
61975,$ 1500000,,
61976,$ 5000000,$ 40400,$ 40400
61977,,,$ 4809
61978,,,
61979,,$ 126700,$ 155383
61980,$ 10000,,
61981,,,
61982,,,
61983,,,$ 27532
61984,,,$ 286531
61985,EUR 1660000,,$ 1107210
61986,,,
61987,,,
61988,,,
61989,$ 260000,,
61990,$ 7395080,$ 2871956,$ 5277766
61991,$ 1500000,,
61992,GBP 500000,$ 29063,$ 450275
61993,,,
61994,,,
61995,EUR 3000000,,
61996,,,
61997,,,$ 7356
61998,,$ 36533,$ 435759
61999,$ 230000000,$ 172558876,$ 794878815
62000,EUR 4500000,,$ 112688
62001,,$ 27740,$ 27740
62002,$ 34000000,$ 102427862,$ 348319861
62003,$ 4000000,,$ 106919
62004,$ 40000000,$ 95720716,$ 132820716
62005,$ 95000000,$ 86907746,$ 104907746
62006,,$ 91260,$ 91260
62007,$ 20000000,$ 8110975,$ 14710975
62008,,,
62009,,$ 28378,$ 28378
62010,,,$ 29166054
62011,$ 2000000,,$ 4689925
62012,$ 10000000,$ 7587485,$ 21075757
62013,,,
62014,,,$ 13389
62015,$ 6000000,,
62016,,,$ 96756
62017,,,$ 309951
62018,,,$ 666832
62019,,$ 12512862,$ 34153101
62020,,,
62021,,,
62022,,,$ 1108231
62023,,,$ 22537428
62024,,,$ 4342738
62025,,,$ 21272
62026,,,$ 6298642
62027,,,$ 13867701
62028,,,$ 2293533
62029,,,
62030,EUR 300000,,$ 2550
62031,,,$ 7243674
62032,,,
62033,EUR 26000000,,$ 40928635
62034,,,$ 1912076
62035,,,$ 1704964
62036,$ 7000000,$ 6883,$ 6883
62037,,$ 417783,$ 600363
62038,,,
62039,,,
62040,,,$ 194099
62041,,,
62042,,,
62043,,,$ 10959765
62044,,,
62045,,,
62046,,,$ 17370130
62047,,,$ 20157447
62048,EUR 3000000,,$ 1905509
62049,$ 400000,,
62050,,,$ 240761
62051,,,
62052,,,$ 1786406
62053,$ 5000000,$ 37240,$ 37240
62054,,,$ 24016152
62055,,,$ 1109120
62056,,,$ 79406
62057,,,$ 72764
62058,,,
62059,$ 10000,,
62060,$ 1000000,,$ 832710
62061,$ 22000000,$ 1002895,$ 61459425
62062,,,$ 601289
62063,,,$ 343348
62064,,,$ 1417706
62065,$ 5000000,$ 58293,$ 546149
62066,$ 8000000,,
62067,$ 42000,$ 13888,$ 13888
62068,$ 26000000,$ 17782178,$ 24079268
62069,,,$ 22929221
62070,$ 12000,,
62071,$ 30000000,$ 52421953,$ 91970827
62072,$ 23000000,$ 25568251,$ 48517427
62073,,,$ 79540
62074,,,
62075,$ 650000,,
62076,$ 6000000,,$ 585333
62077,,,$ 349947
62078,$ 7190000,,
62079,,,
62080,,,
62081,$ 40000000,$ 150117807,$ 251171807
62082,$ 8000000,$ 26068955,$ 45640143
62083,$ 20000000,$ 7227038,$ 14880939
62084,,,
62085,,,$ 29258
62086,$ 3440000,,
62087,,,$ 1252924
62088,$ 6000000,,$ 133588
62089,,$ 1022,$ 1022
62090,,,$ 2505687
62091,,,
62092,,,
62093,,,
62094,$ 4000000,,
62095,$ 33000000,$ 35074677,$ 140470746
62096,,,$ 24792348
62097,,,$ 2593225
62098,$ 900000,,
62099,,,
62100,$ 5400000,,$ 2273204
62101,,,
62102,,,
62103,$ 1100,$ 25206,$ 25206
62104,,,
62105,$ 10000000,$ 4343227,$ 6412349
62106,,,$ 387995
62107,PLN 2976680,,$ 207569
62108,,,$ 1302638
62109,,$ 355391,$ 7832142
62110,,,
62111,,,$ 73523
62112,EUR 5000000,,$ 19302752
62113,,,
62114,,,
62115,,,$ 453178
62116,INR 300000,,
62117,,,
62118,$ 500000,,
62119,,,$ 691
62120,EUR 7000000,$ 719823,$ 27533970
62121,,,$ 506205
62122,,,$ 219698
62123,,,$ 14598382
62124,,$ 1013893,$ 2058098
62125,GBP 1200000,,
62126,INR 500000000,,$ 731302
62127,,,$ 24528
62128,,,
62129,,,$ 1956616
62130,$ 100000,,
62131,,,$ 141399
62132,$ 4000000,,$ 120283
62133,$ 2000000,,$ 1311277
62134,$ 5000000,$ 16697,$ 71759
62135,,,$ 13585314
62136,,,$ 4883118
62137,EUR 6000000,,$ 60756040
62138,,,$ 3204531
62139,EUR 9000000,,$ 31904
62140,$ 32000,,
62141,,,
62142,,,$ 1066192
62143,,,$ 2428521
62144,,,
62145,,,$ 2692857
62146,,,$ 1283764
62147,,,$ 1340269
62148,,,$ 21726
62149,,,
62150,,,$ 1102022
62151,,,
62152,,,$ 10455379
62153,,,$ 389798
62154,$ 1000000,,
62155,,,$ 385512
62156,PLN 6000000,,$ 4878284
62157,,,
62158,,,$ 1716849
62159,,,$ 667149
62160,$ 4500,,
62161,,,$ 5275505
62162,,,
62163,,,$ 798896
62164,,,
62165,,,$ 1988982
62166,$ 5000000,,$ 4686857
62167,$ 100000,,$ 11273
62168,,$ 806,$ 1078584
62169,,,
62170,CAD 5000000,,$ 97563
62171,$ 65000000,$ 115637895,$ 161459297
62172,,,
62173,,,$ 360944
62174,,,
62175,INR 300000,,$ 34035
62176,$ 900000,,$ 111351
62177,BRL 3000000,,$ 1583482
62178,,$ 426894,$ 76085443
62179,,,$ 1072505
62180,,,$ 519733
62181,$ 20000000,$ 6485961,$ 17572289
62182,,$ 525,$ 525
62183,,,
62184,SEK 250000,,
62185,,,$ 18851
62186,,,$ 10127426
62187,CNY 30000000,,$ 9566904
62188,,,$ 741838
62189,,,$ 14325401
62190,,,
62191,,,
62192,,,$ 300264
62193,ARS 4500000,,
62194,,,$ 19116
62195,NOK 3000000,,
62196,,$ 317405,$ 2850852
62197,EUR 2000000,,$ 13376
62198,$ 2500000,,
62199,$ 200,,
62200,,,$ 131189
62201,$ 13000000,$ 18007317,$ 18637201
62202,$ 100000,,
62203,$ 10000,,
62204,,,$ 424808
62205,$ 6000000,,$ 3168201
62206,EUR 7500000,,$ 53999
62207,AUD 500000,,
62208,PLN 3130000,,$ 15031
62209,,,
62210,,,
62211,,,$ 6588417
62212,,,
62213,,,
62214,$ 200000,,
62215,IRR 250000,,
62216,$ 190000,,
62217,,,
62218,INR 150000000,,
62219,,,$ 192785
62220,,,
62221,$ 11000000,,$ 456350
62222,CAD 2000000,$ 4916,$ 80038
62223,,,
62224,,,
62225,,,$ 5225074
62226,$ 6000000,,$ 56900984
62227,INR 15000000,,
62228,$ 90000,,
62229,SEK 48000000,,$ 39000000
62230,$ 9980000,$ 137515,$ 2056212
62231,$ 500000,,
62232,,,$ 34404
62233,INR 2000000,,
62234,EUR 50000,,$ 37997
62235,$ 130000000,$ 60522097,$ 243611982
62236,TRL 3000000,,$ 766048
62237,,,
62238,,$ 5964,$ 5964
62239,EUR 9600000,$ 262075,$ 8111137
62240,,,
62241,,,
62242,,,$ 16191842
62243,,,$ 489884
62244,,,
62245,,,
62246,,$ 4187,$ 116559
62247,,,$ 599888
62248,$ 6500000,,$ 3216359
62249,,,$ 11075
62250,,,$ 5689121
62251,,,$ 22837
62252,$ 15000000,$ 21403519,$ 47052899
62253,$ 5000000,$ 10730,$ 10730
62254,,,$ 1309473
62255,$ 5000000,$ 2609412,$ 4709246
62256,,$ 70958,$ 70958
62257,,,$ 7192718
62258,,,$ 13575636
62259,,,
62260,,,
62261,,,
62262,$ 12000,,
62263,EUR 45000,,
62264,,,
62265,,,$ 8297966
62266,$ 3500000,$ 70544,$ 313387
62267,,,$ 1666597
62268,,,
62269,,,
62270,,,$ 1997922
62271,,,$ 6869987
62272,,,
62273,,,
62274,,,
62275,,,
62276,INR 200000000,,$ 4997
62277,$ 24000,,
62278,EUR 6000000,,$ 16374243
62279,INR 20000000,,
62280,,,
62281,CZK 36700000,,$ 151191
62282,,,
62283,$ 2000000,,$ 183049
62284,,,$ 3878451
62285,,,
62286,,,$ 1389978
62287,INR 300000000,,$ 79185
62288,,,$ 459234
62289,,,
62290,,,
62291,,,$ 53070
62292,$ 12000000,$ 17654912,$ 27682872
62293,EUR 2000000,$ 151840,$ 4483147
62294,,,$ 3264563
62295,INR 110000000,,$ 591700
62296,CAD 1000000,,
62297,,,$ 1564932
62298,PLN 34148170,$ 137815,$ 758754
62299,,,
62300,$ 42000000,$ 64251541,$ 120885527
62301,,,$ 16611575
62302,,,
62303,$ 84000000,$ 53262560,$ 148075565
62304,PKR 180000000,,$ 556003
62305,GBP 2028000,,
62306,,,
62307,,,$ 2008173
62308,,,$ 524855
62309,,,
62310,$ 1000000,,
62311,,,
62312,,,$ 245317
62313,,,$ 2625945
62314,,$ 2602,$ 2602
62315,,,
62316,$ 1200000,,
62317,,,
62318,$ 175000,,
62319,,,$ 40923305
62320,,,
62321,GBP 345000,,
62322,,$ 11157,$ 12155
62323,EUR 1072862,,
62324,AUD 60000,,
62325,,,
62326,$ 65000000,$ 85911262,$ 136853506
62327,$ 49000000,$ 31569268,$ 102811889
62328,,,
62329,$ 750000,,
62330,,,$ 90388
62331,,$ 200406,$ 1662515
62332,$ 50000,,
62333,EUR 1000000,,
62334,$ 200000000,$ 700426566,$ 1347280838
62335,,,
62336,,,
62337,TWD 300000000,,$ 23705022
62338,,,
62339,,,$ 783907
62340,,,
62341,,,
62342,$ 1000000,$ 4175,$ 4175
62343,,,
62344,$ 112000,,
62345,,,
62346,,,
62347,,,$ 1896512
62348,,,$ 365872
62349,,,$ 12730
62350,KRW 7000000000,,$ 8171078
62351,EUR 500000,,
62352,,,$ 161338
62353,$ 12500000,$ 48637684,$ 50445860
62354,,,
62355,,,$ 37428
62356,,,$ 22562
62357,AUD 80000,,
62358,,,
62359,RUR 84000000,,$ 14370662
62360,,,
62361,$ 250000,,
62362,,,$ 7506771
62363,,,$ 92877
62364,EUR 2700000,$ 18686,$ 150718
62365,,,
62366,,,$ 24939
62367,,,
62368,SEK 22000000,,
62369,,,
62370,$ 1200000,,
62371,EUR 1000000,,$ 8523
62372,,,$ 62021
62373,,,$ 318438
62374,,$ 152408,$ 2099472
62375,,$ 1470000,$ 7011798
62376,,,$ 1027
62377,,$ 9342,$ 9342
62378,,,$ 157036
62379,,,
62380,BRL 9238000,,$ 825947
62381,,,
62382,,,$ 3898653
62383,,$ 10975,$ 1762194
62384,,,
62385,,,
62386,$ 15000000,$ 125106,$ 1583687
62387,,,
62388,,,$ 180249
62389,,,
62390,,,$ 151568
62391,EUR 7000000,$ 498584,$ 11597420
62392,$ 20000000,$ 92181,$ 713616
62393,,,
62394,,,
62395,$ 200000,,
62396,,,
62397,,,
62398,EUR 1000000,,$ 50431
62399,,,
62400,,,$ 39748
62401,,,$ 3657995
62402,,,
62403,,,
62404,$ 1000000,,
62405,,,
62406,,$ 273829,$ 652756
62407,,$ 1081,$ 26324
62408,,,
62409,,,
62410,,,
62411,$ 500000,$ 64572,$ 64572
62412,,$ 819000,
62413,$ 300000,,$ 83322
62414,,,
62415,$ 3000000,,
62416,,,
62417,,,
62418,,,$ 12569995
62419,,,$ 32358664
62420,$ 500000,$ 7099055,$ 22926076
62421,CAD 88000,,
62422,,,$ 81538
62423,,,
62424,,,
62425,,,$ 455038
62426,$ 2000000,,
62427,THB 60000000,,$ 149409
62428,$ 350000,,
62429,,,$ 7765343
62430,,,
62431,,,
62432,,,
62433,,,$ 2441411
62434,,,
62435,$ 90000,,
62436,,,$ 30380
62437,,$ 8031955,$ 88031955
62438,,,$ 8976044
62439,EUR 4000000,,$ 223845
62440,$ 2500000,,
62441,,,$ 1656237
62442,,$ 38493,$ 312757
62443,,,
62444,,,
62445,,,
62446,$ 2000000,,$ 2517
62447,,,
62448,,,
62449,,,$ 9405840
62450,,,$ 1927222
62451,,,$ 116862
62452,,,
62453,,,
62454,$ 3500000,,$ 103432
62455,,,$ 739909
62456,EUR 1500000,,$ 1984
62457,,,$ 402707
62458,,,
62459,,,$ 143437
62460,SEK 7000000,,
62461,$ 5000000,,$ 537038
62462,,,
62463,$ 20000,,
62464,,,
62465,,,
62466,,$ 258656,$ 6202879
62467,,,
62468,,,
62469,,,$ 7930
62470,$ 500000,,
62471,,,
62472,GBP 30000,,
62473,,,
62474,$ 4000000,,$ 37470
62475,,,
62476,,$ 240381,$ 967672
62477,,,
62478,,,$ 4512
62479,,,$ 267474
62480,,$ 228136,$ 4779170
62481,,$ 3401,$ 3586
62482,,,
62483,,$ 8886,$ 1092359
62484,$ 15000000,,$ 1592853
62485,$ 28000000,$ 3255008,$ 9058564
62486,$ 60000000,$ 12600231,$ 30800231
62487,,,$ 66253
62488,$ 3500000,,
62489,,,
62490,CNY 20000000,,$ 1377
62491,$ 1300000,$ 4404,$ 4404
62492,,$ 11682205,$ 19767535
62493,,,$ 138043
62494,$ 500000,,
62495,,$ 18000,$ 324834
62496,CAD 0,,$ 404
62497,$ 10000,,
62498,$ 8200000,,$ 2967122
62499,EUR 3200000,,$ 4620995
62500,,,$ 1024166
62501,$ 1000000,,$ 2504058
62502,$ 6478,,
62503,,,
62504,$ 500000,,
62505,,,
62506,$ 8000000,$ 2540106,$ 9368803
62507,,,$ 600486
62508,,,$ 71617
62509,,,
62510,$ 10920000,$ 986697,$ 1651601
62511,$ 4000000,$ 350006,$ 1806548
62512,,$ 102388,$ 123821
62513,EUR 4500000,,$ 2115291
62514,$ 85000000,$ 150947895,$ 288885818
62515,,,$ 42808575
62516,,,
62517,$ 6000000,$ 11494838,$ 15950164
62518,,,$ 54405
62519,,,
62520,INR 96000000,,
62521,,$ 6330,$ 832150
62522,,,$ 233892
62523,,,$ 65401
62524,,,
62525,$ 3000000,,$ 4476578
62526,,,$ 2212893
62527,,,
62528,,$ 18529,$ 18529
62529,EUR 475000,,$ 529773
62530,INR 30000000,,
62531,EUR 700000,,$ 50323
62532,$ 100000,,
62533,,,
62534,,,
62535,,,$ 445748
62536,,,
62537,PKR 46000000,,
62538,,,
62539,,,
62540,,,$ 2044056
62541,,,
62542,,$ 239056,$ 562878
62543,,,
62544,,,
62545,EUR 300000,,
62546,,,
62547,$ 1500000,,
62548,,$ 6095,$ 6095
62549,IRR 4000000000,,
62550,$ 170000000,$ 259766572,$ 714421503
62551,,,$ 19224
62552,,,$ 2070537
62553,,,
62554,INR 7000000,,
62555,,,$ 20335408
62556,EUR 400000,,
62557,CAD 4000000,$ 6334,$ 6334
62558,,,
62559,$ 5000,,
62560,$ 50000,,
62561,,,
62562,,,
62563,,$ 2502,$ 2502
62564,,$ 2631,$ 2631
62565,,,
62566,,,
62567,,,
62568,GBP 250000,,
62569,$ 75000,,
62570,,,
62571,,,
62572,,$ 101934,$ 101934
62573,GBP 250000,,$ 200584
62574,,,$ 10219319
62575,,,$ 868792
62576,$ 2000000,$ 7413,$ 7413
62577,,,
62578,,$ 85154,$ 1305473
62579,,,$ 6204495
62580,,,
62581,,$ 72577,$ 3350996
62582,,,
62583,,,$ 213460
62584,EUR 4500000,,$ 3487309
62585,$ 40000000,$ 15767460,$ 31672678
62586,EUR 2500000,,$ 1160375
62587,,,
62588,,,$ 1159749
62589,,,
62590,,,
62591,NZD 2300000,,$ 741862
62592,,,$ 12460480
62593,EUR 8000000,,$ 11443707
62594,,,
62595,,,
62596,,,
62597,,,
62598,EUR 1380000,,$ 536761
62599,$ 750000,,
62600,,,
62601,,,$ 218262
62602,,,$ 44898
62603,$ 1000000,,
62604,$ 15000000,$ 5290,$ 12217440
62605,EUR 1000000,$ 129834,$ 1437501
62606,$ 2000000,$ 418392,$ 3635718
62607,,$ 651096,$ 1048507
62608,,,
62609,,,$ 6360462
62610,,,$ 117909
62611,,,
62612,AUD 500000,,
62613,,,
62614,,,$ 19774455
62615,EUR 2000000,,$ 4751
62616,,,$ 1000626
62617,INR 1000000,,
62618,,,$ 1481461
62619,INR 600000000,$ 1986748,$ 3582446
62620,,,$ 63492
62621,,,
62622,,,
62623,,,
62624,,,
62625,EUR 10000,,$ 24817
62626,$ 670000,,
62627,,,
62628,,,
62629,,,$ 31822402
62630,$ 14000000,$ 6002684,$ 11020402
62631,$ 3400000,,
62632,,,$ 381529
62633,$ 30000000,$ 87044645,$ 105011053
62634,EUR 2050000,,$ 73393
62635,,,$ 7477941
62636,$ 120000,,
62637,,,$ 457120
62638,,,$ 93126
62639,,,$ 30236973
62640,INR 350000000,,$ 326238
62641,,,$ 6726049
62642,,,$ 211853
62643,$ 12000000,,$ 2172
62644,AUD 2500000,,
62645,GBP 100000,,
62646,$ 650000,,
62647,,,
62648,,,
62649,EUR 5600000,$ 8139,$ 673112
62650,,,
62651,,,
62652,$ 8000000,,$ 4040142
62653,,,
62654,,,
62655,,,
62656,,,
62657,,,
62658,,$ 71712,$ 6748888
62659,,,
62660,$ 100000000,$ 162805434,$ 425368238
62661,$ 1000000,$ 18494006,$ 26895481
62662,EUR 5500000,$ 1631709,$ 16722143
62663,,,
62664,,$ 279735,$ 2585522
62665,,,
62666,NOK 9000000,,$ 31122
62667,,,
62668,,,
62669,TWD 20000000,,
62670,$ 90000000,$ 68559554,$ 199850315
62671,EUR 600000,,$ 2206
62672,$ 5000000,,$ 467327
62673,,,
62674,$ 4000000,,
62675,$ 1000000,,
62676,$ 4100000,,
62677,$ 7000000,$ 41003371,$ 55078146
62678,$ 4300,,
62679,,$ 11403,$ 34206
62680,,,
62681,$ 200000,,
62682,EUR 250000,,
62683,$ 65000000,$ 42345531,$ 240159255
62684,,,
62685,$ 3000000,$ 201436,$ 223580
62686,,,$ 403557
62687,,,
62688,SEK 45000000,,$ 8249053
62689,,,$ 2055431
