,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics
65913,7.1,219,,2.0,11.0
65914,5.6,103,,5.0,1.0
65915,5.6,6775,62.0,37.0,109.0
65916,6.9,1173,,14.0,15.0
65917,5.2,74561,31.0,1408.0,259.0
65918,7.1,195,,2.0,11.0
65919,3.6,174,,7.0,26.0
65920,6.6,235,,1.0,5.0
65921,5.2,1931,31.0,8.0,9.0
65922,2.3,873,,23.0,3.0
65923,3.2,111,,3.0,7.0
65924,6.1,339,,33.0,
65925,4.0,492,,21.0,3.0
65926,6.9,238,,1.0,1.0
65927,4.6,2310,34.0,52.0,25.0
65928,5.1,105,,,1.0
65929,5.0,3442,,26.0,18.0
65930,5.9,4817,,55.0,17.0
65931,7.2,2312,,9.0,13.0
65932,5.6,560,,6.0,4.0
65933,4.5,136,,,
65934,7.2,110,,2.0,
65935,4.4,193,,9.0,3.0
65936,6.6,33246,,72.0,28.0
65937,6.7,192,,5.0,17.0
65938,5.9,760,67.0,6.0,28.0
65939,6.8,966,,3.0,11.0
65940,4.6,384,,6.0,6.0
65941,6.3,466,,8.0,7.0
65942,5.2,3146,,6.0,5.0
65943,4.0,158,,5.0,
65944,5.6,948,,7.0,18.0
65945,5.6,353,,5.0,3.0
65946,7.3,233601,77.0,434.0,449.0
65947,6.1,568,67.0,2.0,20.0
65948,8.1,687669,88.0,882.0,574.0
65949,4.2,713,,3.0,17.0
65950,7.2,234,,6.0,
65951,3.8,893,,33.0,5.0
65952,7.7,135419,89.0,337.0,445.0
65953,4.3,128,,5.0,1.0
65954,5.8,646,,6.0,30.0
65955,3.5,283,,33.0,7.0
65956,5.8,19747,31.0,108.0,111.0
65957,6.0,47499,62.0,180.0,153.0
65958,7.5,2776,,8.0,4.0
65959,5.5,1853,40.0,17.0,61.0
65960,3.3,243,,5.0,4.0
65961,5.6,820,,7.0,28.0
65962,5.7,916,,3.0,40.0
65963,5.3,637,,7.0,13.0
65964,6.3,1866,,3.0,1.0
65965,6.8,353,,3.0,2.0
65966,5.3,14027,48.0,195.0,135.0
65967,6.6,654,,1.0,6.0
65968,3.5,613,,8.0,9.0
65969,6.0,146,,,9.0
65970,7.0,984,,4.0,4.0
65971,6.6,4877,,9.0,32.0
65972,5.5,616,,2.0,
65973,2.1,207,,1.0,
65974,6.9,911,,1.0,11.0
65975,6.4,30943,61.0,125.0,282.0
65976,5.7,11465,34.0,111.0,49.0
65977,5.0,120,,1.0,12.0
65978,3.0,112,,5.0,6.0
65979,4.8,137,,1.0,5.0
65980,1.4,949,,,
65981,5.3,1437,,2.0,9.0
65982,5.7,468,,5.0,4.0
65983,6.1,128,,,11.0
65984,5.4,275,,1.0,1.0
65985,6.6,1035,,3.0,35.0
65986,5.6,103315,38.0,1068.0,265.0
65987,6.9,308721,58.0,887.0,311.0
65988,8.1,49860,,128.0,39.0
65989,3.0,585,,6.0,12.0
65990,1.4,275,,,1.0
65991,5.3,195,,2.0,19.0
65992,5.8,215,,7.0,2.0
65993,6.1,9229,30.0,28.0,22.0
65994,3.5,295,,10.0,3.0
65995,6.7,1761,69.0,26.0,36.0
65996,3.8,1586,,20.0,12.0
65997,6.0,933,,1.0,1.0
65998,4.7,645,,1.0,7.0
65999,6.4,166,,,1.0
66000,5.7,2122,,1.0,7.0
66001,5.3,242,,1.0,
66002,6.4,365,,2.0,6.0
66003,6.2,3149,,3.0,6.0
66004,4.7,252,,9.0,1.0
66005,4.4,2354,,14.0,5.0
66006,5.6,737,,2.0,14.0
66007,4.3,3472,,,3.0
66008,5.9,199,,16.0,1.0
66009,5.3,328,,3.0,3.0
66010,6.3,796,54.0,5.0,11.0
66011,6.4,2200,60.0,12.0,66.0
66012,5.9,166,,2.0,13.0
66013,6.0,3698,63.0,25.0,88.0
66014,6.7,409,,2.0,17.0
66015,5.5,463,,2.0,4.0
66016,6.7,1784,,5.0,20.0
66017,3.1,180,,6.0,14.0
66018,3.3,674,,7.0,11.0
66019,6.4,109,,1.0,1.0
66020,5.4,8917,50.0,48.0,49.0
66021,6.8,1849,,12.0,27.0
66022,6.5,454,,2.0,2.0
66023,4.7,111,,2.0,2.0
66024,3.0,1362,,22.0,8.0
66025,4.9,3608,,23.0,29.0
66026,2.2,171,,3.0,7.0
66027,6.8,1600,,2.0,19.0
66028,7.7,5425,,15.0,6.0
66029,6.2,208,,5.0,4.0
66030,7.8,5814,,31.0,29.0
66031,6.5,289,,,13.0
66032,6.2,402,,2.0,18.0
66033,3.9,478,,5.0,4.0
66034,6.2,15509,68.0,105.0,122.0
66035,4.7,528,,4.0,3.0
66036,7.0,135,,,3.0
66037,2.4,1197,,15.0,25.0
66038,5.0,475,,3.0,30.0
66039,3.1,396,,12.0,4.0
66040,6.8,2993,,31.0,28.0
66041,6.6,189,,1.0,10.0
66042,6.0,125,,2.0,3.0
66043,6.4,130,,,1.0
66044,6.8,138,,2.0,9.0
66045,5.0,353,,2.0,9.0
66046,5.3,441,57.0,4.0,24.0
66047,2.7,191,,15.0,2.0
66048,7.7,1681,,6.0,2.0
66049,3.8,10342,36.0,101.0,170.0
66050,5.1,345,25.0,2.0,5.0
66051,5.8,3626,,7.0,19.0
66052,6.3,261,,,20.0
66053,6.4,207787,56.0,356.0,340.0
66054,4.7,2000,,25.0,54.0
66055,7.0,339248,71.0,354.0,349.0
66056,6.6,5324,,21.0,69.0
66057,6.3,438,,1.0,5.0
66058,5.2,1812,,3.0,3.0
66059,5.3,171,,1.0,5.0
66060,7.6,626,,1.0,
66061,4.8,207,63.0,8.0,11.0
66062,7.4,560595,75.0,1123.0,443.0
66063,6.7,30546,79.0,94.0,159.0
66064,6.3,236,,2.0,15.0
66065,4.4,158,,11.0,9.0
66066,5.0,123,,1.0,
66067,5.6,157,,2.0,1.0
66068,5.5,273,,3.0,11.0
66069,4.6,163,,4.0,2.0
66070,6.2,2504,63.0,17.0,36.0
66071,4.6,181,,2.0,4.0
66072,6.4,989,49.0,8.0,12.0
66073,3.0,185,,3.0,1.0
66074,4.7,1492,28.0,15.0,45.0
66075,6.4,168,,6.0,6.0
66076,5.8,7776,49.0,58.0,37.0
66077,5.5,957,,3.0,14.0
66078,6.2,3271,39.0,8.0,41.0
66079,6.5,414,,1.0,7.0
66080,5.7,4967,56.0,22.0,70.0
66081,5.8,1180,,,4.0
66082,6.7,928,45.0,5.0,27.0
66083,5.2,9816,36.0,99.0,80.0
66084,7.8,164,,7.0,5.0
66085,5.5,172,,,22.0
66086,6.2,219,,,23.0
66087,5.0,842,,13.0,12.0
66088,5.8,1580,63.0,18.0,39.0
66089,3.9,979,,23.0,17.0
66090,5.9,3154,,18.0,74.0
66091,4.0,171,,3.0,1.0
66092,4.9,445,26.0,4.0,9.0
66093,5.1,994,,8.0,29.0
66094,2.3,239,,5.0,1.0
66095,6.6,249,,7.0,1.0
66096,2.6,337,,6.0,
66097,6.3,4541,49.0,5.0,32.0
66098,3.9,1627,33.0,19.0,16.0
66099,6.7,1553,75.0,8.0,53.0
66100,5.9,260,,2.0,9.0
66101,3.9,117,,1.0,6.0
66102,6.9,1323,,8.0,82.0
66103,6.4,677,,3.0,9.0
66104,5.4,3384,45.0,39.0,101.0
66105,7.1,256,,1.0,12.0
66106,6.6,158,,1.0,1.0
66107,7.4,113,,1.0,
66108,4.4,303,,,4.0
66109,5.7,253,,1.0,13.0
66110,7.2,12719,72.0,39.0,138.0
66111,6.4,741,,4.0,17.0
66112,7.0,250,,,2.0
66113,5.0,195,,4.0,7.0
66114,1.8,151,,3.0,
66115,4.3,412,,7.0,22.0
66116,5.4,22140,37.0,82.0,89.0
66117,6.1,323,,1.0,7.0
66118,6.7,331,,2.0,7.0
66119,5.4,1102,,12.0,7.0
66120,5.9,6078,,36.0,26.0
66121,4.2,535,,,5.0
66122,6.6,334,,1.0,4.0
66123,7.5,7590,76.0,22.0,106.0
66124,4.0,974,,17.0,30.0
66125,6.4,329,,1.0,8.0
66126,7.0,489,,12.0,9.0
66127,5.9,106,,,5.0
66128,5.1,190,,3.0,5.0
66129,4.0,698,,11.0,22.0
66130,6.6,493,,,
66131,6.7,422,,2.0,8.0
66132,6.5,252764,41.0,798.0,387.0
66133,7.2,221,,2.0,2.0
66134,7.3,18540,,125.0,21.0
66135,4.6,323,,6.0,19.0
66136,2.3,1156,,13.0,13.0
66137,5.6,297,,3.0,1.0
66138,7.4,103,,3.0,10.0
66139,7.3,11379,83.0,47.0,131.0
66140,6.5,1700,45.0,6.0,15.0
66141,5.0,576,,4.0,4.0
66142,7.0,5596,,14.0,10.0
66143,5.3,370,,2.0,3.0
66144,7.1,26089,60.0,113.0,217.0
66145,6.3,930,,,
66146,5.2,97569,33.0,407.0,223.0
66147,5.7,18545,19.0,74.0,48.0
66148,2.5,206,,1.0,
66149,7.1,117835,76.0,315.0,366.0
66150,4.7,142,,13.0,4.0
66151,3.3,412,,9.0,10.0
66152,3.9,112,,2.0,2.0
66153,4.1,199,,4.0,3.0
66154,5.3,238,,12.0,6.0
66155,3.0,121,,1.0,
66156,6.7,2110,,28.0,10.0
66157,4.8,491,,15.0,18.0
66158,3.5,100,,4.0,11.0
66159,5.0,953,,8.0,25.0
66160,6.5,3387,,12.0,22.0
66161,5.7,3388,45.0,27.0,20.0
66162,2.4,211,,12.0,14.0
66163,4.6,179,,10.0,7.0
66164,5.6,124,,1.0,1.0
66165,5.2,499,,8.0,2.0
66166,5.8,127,,2.0,7.0
66167,6.7,1770,,10.0,18.0
66168,4.6,336,,1.0,2.0
66169,6.5,6658,,40.0,24.0
66170,5.2,236,,1.0,1.0
66171,4.9,561,,14.0,6.0
66172,6.3,618,,3.0,14.0
66173,5.9,19658,71.0,92.0,190.0
66174,4.0,180,,1.0,8.0
66175,6.8,15096,64.0,66.0,222.0
66176,4.2,18980,30.0,181.0,174.0
66177,6.3,5416,,17.0,4.0
66178,3.1,102,,,
66179,7.1,281,,3.0,2.0
66180,6.3,21333,56.0,146.0,109.0
66181,5.3,3366,,29.0,18.0
66182,4.9,138,,5.0,3.0
66183,6.2,122,,1.0,
66184,6.0,1276,54.0,9.0,16.0
66185,6.5,431,,4.0,6.0
66186,7.4,464157,59.0,886.0,456.0
66187,6.7,781,,10.0,18.0
66188,3.7,113,,,8.0
66189,4.2,115,,,
66190,5.6,604,,1.0,3.0
66191,6.6,831,,5.0,1.0
66192,6.2,1010,,2.0,6.0
66193,3.0,189,,6.0,7.0
66194,5.7,566,,3.0,9.0
66195,8.5,153,,1.0,8.0
66196,5.6,142,,3.0,18.0
66197,5.9,402,,3.0,13.0
66198,4.0,356,,6.0,5.0
66199,5.5,258,,1.0,3.0
66200,5.6,1823,,11.0,4.0
66201,6.8,1337,,18.0,4.0
66202,6.4,140,,,
66203,6.8,738,,13.0,1.0
66204,6.5,105123,40.0,197.0,217.0
66205,5.7,9417,50.0,55.0,67.0
66206,4.7,100,,3.0,
66207,4.5,2727,,19.0,6.0
66208,5.9,106,,5.0,2.0
66209,1.8,1451,,55.0,13.0
66210,6.2,945,62.0,6.0,36.0
66211,5.3,245,,7.0,
66212,4.6,356,30.0,12.0,12.0
66213,5.5,129,,4.0,16.0
66214,4.4,9839,18.0,20.0,22.0
66215,4.2,2594,,29.0,11.0
66216,7.3,6488,,38.0,28.0
66217,7.2,1996,,4.0,23.0
66218,5.4,857,,6.0,15.0
66219,6.6,122,,1.0,
66220,6.2,1390,,10.0,10.0
66221,6.2,9251,62.0,47.0,109.0
66222,6.2,10901,57.0,137.0,68.0
66223,6.4,1010,79.0,13.0,42.0
66224,7.7,496,,1.0,
66225,6.4,248096,65.0,2069.0,586.0
66226,6.9,162040,61.0,436.0,337.0
66227,5.5,2278,30.0,44.0,31.0
66228,6.3,123,,1.0,2.0
66229,5.2,227,,3.0,21.0
66230,7.2,502,,5.0,
66231,6.4,19308,39.0,57.0,109.0
66232,6.1,236,44.0,4.0,3.0
66233,5.8,108,,1.0,11.0
66234,3.9,101,,1.0,1.0
66235,6.1,1242,53.0,19.0,33.0
66236,6.4,359,,3.0,6.0
66237,5.4,216,,6.0,
66238,6.3,618,,3.0,18.0
66239,7.4,572,,9.0,1.0
66240,4.5,291,,5.0,8.0
66241,6.1,29734,52.0,145.0,120.0
66242,7.8,38866,,73.0,20.0
66243,4.9,154,,2.0,2.0
66244,6.5,617,,,
66245,5.0,772,,14.0,10.0
66246,5.3,5193,,12.0,33.0
66247,4.1,126,,2.0,2.0
66248,6.3,39808,30.0,81.0,101.0
66249,4.8,877,,4.0,9.0
66250,3.6,297,,4.0,
66251,5.9,120,,9.0,1.0
66252,6.1,3505,,45.0,26.0
66253,5.0,174,,3.0,1.0
66254,4.9,8803,41.0,60.0,76.0
66255,5.1,293,,4.0,22.0
66256,6.2,372,,5.0,9.0
66257,4.8,619,,2.0,8.0
66258,5.7,142,,1.0,29.0
66259,4.0,270,,6.0,25.0
66260,7.0,15391,57.0,56.0,89.0
66261,6.4,1435,,51.0,1.0
66262,7.0,1733,,10.0,16.0
66263,5.0,248,,24.0,
66264,6.1,5087,,25.0,22.0
66265,4.9,111,,3.0,1.0
66266,3.2,231,,8.0,5.0
66267,4.1,1280,,18.0,12.0
66268,6.0,814,,1.0,4.0
66269,4.1,518,,8.0,9.0
66270,5.4,1079,33.0,19.0,26.0
66271,7.2,2184,,5.0,30.0
66272,6.3,6131,,39.0,15.0
66273,3.6,385,,11.0,1.0
66274,5.6,417,,11.0,2.0
66275,5.9,192,,1.0,3.0
66276,4.3,3121,,10.0,3.0
66277,7.8,20699,85.0,60.0,194.0
66278,7.9,1622,,3.0,
66279,3.5,356,,,1.0
66280,6.2,345,,2.0,8.0
66281,6.5,166,,4.0,3.0
66282,6.3,295,,,1.0
66283,4.4,800,,17.0,31.0
66284,6.2,5113,,44.0,31.0
66285,6.9,248,,1.0,
66286,5.4,1155,,2.0,6.0
66287,6.8,190394,86.0,861.0,512.0
66288,7.4,263,,,4.0
66289,2.9,235,,11.0,4.0
66290,5.9,3496,,10.0,3.0
66291,4.1,293277,46.0,1551.0,404.0
66292,4.3,639,,14.0,3.0
66293,5.2,4279,41.0,55.0,64.0
66294,6.3,212,,1.0,1.0
66295,6.5,127,,1.0,1.0
66296,5.9,1281,,11.0,34.0
66297,4.8,470,,,6.0
66298,6.5,889,,3.0,27.0
66299,7.4,903,,2.0,
66300,6.2,366,,2.0,2.0
66301,3.6,109,,8.0,9.0
66302,7.4,1667,,1.0,5.0
66303,6.4,4402,,18.0,7.0
66304,5.5,144,,1.0,5.0
66305,7.0,2914,57.0,17.0,56.0
66306,5.4,284,,2.0,13.0
66307,2.7,728,,37.0,5.0
66308,5.2,3212,40.0,23.0,28.0
66309,3.1,255,,6.0,13.0
66310,4.4,367,,6.0,6.0
66311,5.1,378,,3.0,6.0
66312,4.6,2957,40.0,31.0,80.0
66313,3.7,2928,40.0,58.0,50.0
66314,5.0,672,,1.0,
66315,7.1,215,,,1.0
66316,6.0,177,,1.0,2.0
66317,6.6,324,,1.0,17.0
66318,6.7,164,,,
66319,6.7,1242,,3.0,15.0
66320,6.8,2863,78.0,10.0,73.0
66321,5.6,148,32.0,3.0,19.0
66322,4.9,117,,,3.0
66323,5.9,1137,,12.0,5.0
66324,7.7,1130,,32.0,4.0
66325,6.7,691,,4.0,10.0
66326,7.8,902,,2.0,1.0
66327,5.2,8588,42.0,87.0,91.0
66328,2.9,110,,10.0,4.0
66329,7.7,357,,1.0,
66330,5.6,582,,,
66331,3.4,400,,7.0,2.0
66332,4.6,447,,15.0,9.0
66333,7.0,29994,81.0,121.0,296.0
66334,5.2,2495,25.0,76.0,38.0
66335,5.9,29946,36.0,254.0,111.0
66336,6.8,243,,,3.0
66337,4.8,215,,6.0,3.0
66338,5.3,270,,3.0,1.0
66339,5.7,2600,,10.0,14.0
66340,6.6,771,,5.0,4.0
66341,5.4,243,,4.0,10.0
66342,7.1,809,,3.0,25.0
66343,6.4,428,,8.0,3.0
66344,4.7,570,41.0,10.0,10.0
66345,3.7,137,,1.0,5.0
66346,7.2,205,,,
66347,5.7,661,,,
66348,2.5,684,,4.0,1.0
66349,6.9,1027,,9.0,8.0
66350,6.7,1091,,6.0,15.0
66351,7.1,211,,,
66352,4.8,3956,64.0,47.0,81.0
66353,4.1,126,,5.0,8.0
66354,4.6,318,8.0,14.0,8.0
66355,6.6,708,,19.0,5.0
66356,4.7,248,,6.0,2.0
66357,4.5,1189,,9.0,7.0
66358,5.7,111,,7.0,1.0
66359,6.7,4762,90.0,46.0,135.0
66360,7.6,5469,,5.0,5.0
66361,3.3,812,,19.0,40.0
66362,6.3,36993,60.0,516.0,226.0
66363,5.6,2256,76.0,11.0,34.0
66364,5.8,398,,1.0,1.0
66365,7.0,128,,,
66366,4.6,143,,3.0,3.0
66367,5.3,468,,4.0,
66368,8.8,2363,,11.0,
66369,6.5,413,45.0,12.0,16.0
66370,6.3,10015,,63.0,79.0
66371,4.1,180,,8.0,2.0
66372,4.8,120,,3.0,
66373,5.5,149,,,7.0
66374,4.4,343,,7.0,5.0
66375,5.5,563,,4.0,14.0
66376,4.6,174,,3.0,
66377,3.7,296,,4.0,1.0
66378,6.4,319,,2.0,6.0
66379,6.8,8804,75.0,20.0,61.0
66380,7.6,445,,2.0,1.0
66381,7.2,4433,,22.0,6.0
66382,5.5,392,,1.0,
66383,4.6,389,,8.0,3.0
66384,5.8,245,,1.0,9.0
66385,6.2,14927,48.0,71.0,49.0
66386,3.1,113,,5.0,1.0
66387,6.2,914,,15.0,5.0
66388,7.8,20945,73.0,45.0,200.0
66389,7.5,1393,,4.0,
66390,7.3,564,,,
66391,6.2,1381,62.0,16.0,35.0
66392,5.1,213,,4.0,11.0
66393,6.2,667,,6.0,27.0
66394,6.8,101,,,
66395,4.8,349,,,3.0
66396,6.5,155,,1.0,30.0
66397,5.8,7787,67.0,34.0,98.0
66398,2.1,784,,3.0,1.0
66399,2.4,375,,,
66400,4.7,4511,,70.0,13.0
66401,5.5,208,,1.0,7.0
66402,5.1,169,,,1.0
66403,6.5,2860,,12.0,33.0
66404,5.6,191,,7.0,6.0
66405,5.2,4109,,60.0,51.0
66406,2.2,260,,17.0,10.0
66407,6.9,154,,,2.0
66408,7.2,910,,8.0,8.0
66409,6.7,135,64.0,,15.0
66410,6.7,419,,7.0,3.0
66411,3.4,1795,,27.0,12.0
66412,7.1,5165,72.0,15.0,58.0
66413,6.1,165983,35.0,400.0,343.0
66414,6.1,44692,50.0,160.0,251.0
66415,5.5,508,,1.0,2.0
66416,3.3,106,,1.0,2.0
66417,5.3,134,,1.0,
66418,6.6,1151,32.0,20.0,16.0
66419,6.8,197,,4.0,8.0
66420,7.5,73870,85.0,201.0,328.0
66421,4.7,185,,2.0,3.0
66422,4.0,346,,4.0,1.0
66423,5.7,422,,3.0,
66424,6.7,828,,14.0,39.0
66425,4.5,32551,45.0,317.0,162.0
66426,7.3,189028,78.0,460.0,446.0
66427,6.4,203010,52.0,509.0,355.0
66428,6.9,6249,65.0,50.0,75.0
66429,3.1,115,,3.0,4.0
66430,4.1,434,,11.0,43.0
66431,5.3,759,,,4.0
66432,5.5,103,,4.0,
66433,6.1,204,,1.0,8.0
66434,6.9,2406,47.0,16.0,46.0
66435,6.7,221,,2.0,5.0
66436,5.1,160,,3.0,1.0
66437,5.3,4942,,43.0,5.0
66438,7.2,3130,,22.0,14.0
66439,6.1,121,,1.0,11.0
66440,4.7,524,,16.0,19.0
66441,5.1,202,59.0,2.0,5.0
66442,8.1,157179,,599.0,73.0
66443,6.0,223,,2.0,
66444,5.7,196,,,
66445,6.5,133,,1.0,1.0
66446,7.4,237,,2.0,2.0
66447,6.2,6472,60.0,37.0,46.0
66448,5.5,16729,44.0,298.0,111.0
66449,4.3,142,,7.0,23.0
66450,6.4,312,,,
66451,6.2,1038,,17.0,42.0
66452,6.9,1811,,7.0,39.0
66453,7.2,449,,2.0,
66454,6.0,110,,1.0,2.0
66455,6.0,453,72.0,4.0,14.0
66456,6.0,403,,4.0,29.0
66457,6.1,258,82.0,3.0,8.0
66458,4.2,105,,4.0,1.0
66459,6.3,4720,,65.0,21.0
66460,4.9,195,,6.0,5.0
66461,3.0,441,,4.0,15.0
66462,4.8,26143,42.0,148.0,184.0
66463,4.0,109,,1.0,7.0
66464,7.1,2843,70.0,41.0,19.0
66465,4.5,109,,3.0,22.0
66466,2.8,142,,8.0,5.0
66467,4.7,3041,44.0,30.0,105.0
66468,5.8,4087,,24.0,9.0
66469,7.2,132,,5.0,7.0
66470,3.6,531,,3.0,4.0
66471,4.5,409,,4.0,7.0
66472,5.3,1250,,1.0,6.0
66473,6.5,1513,,24.0,2.0
66474,6.0,119,,1.0,
66475,8.0,257,,,
66476,6.3,227,,3.0,20.0
66477,6.2,260,,1.0,6.0
66478,6.0,192,,2.0,10.0
66479,7.0,987,,2.0,7.0
66480,3.1,134,,9.0,6.0
66481,6.9,102,,,
66482,7.0,519,,2.0,5.0
66483,6.3,1223,71.0,12.0,47.0
66484,5.2,114,,,5.0
66485,6.3,774,,,10.0
66486,5.6,467,,,
66487,6.2,164,,,2.0
66488,6.7,228,,1.0,1.0
66489,3.5,114,,2.0,5.0
66490,2.7,797,,2.0,
66491,5.6,139,,1.0,16.0
66492,6.4,853,,6.0,4.0
66493,6.6,869,,1.0,9.0
66494,6.1,579,,2.0,2.0
66495,7.0,3580,,12.0,21.0
66496,6.9,783,,7.0,11.0
66497,4.6,173,,,1.0
66498,6.3,26262,38.0,105.0,117.0
66499,7.0,393,,,
66500,5.5,160,,,
66501,5.4,1413,,33.0,8.0
66502,1.7,7736,,37.0,13.0
66503,5.9,215,,2.0,1.0
66504,6.4,14903,51.0,109.0,143.0
66505,5.1,312,,2.0,20.0
66506,4.6,144,,2.0,2.0
66507,7.0,1785,,14.0,2.0
66508,5.9,16344,49.0,86.0,137.0
66509,3.2,4952,,95.0,63.0
66510,2.4,415,,17.0,4.0
66511,4.4,888,,9.0,3.0
66512,6.4,43851,64.0,226.0,261.0
66513,5.4,169130,34.0,910.0,439.0
66514,5.5,100,,2.0,2.0
66515,3.6,270,,10.0,2.0
66516,7.1,2183,,11.0,49.0
66517,6.2,2337,35.0,15.0,68.0
66518,4.1,352,,4.0,16.0
66519,6.1,125,78.0,2.0,8.0
66520,7.5,71244,82.0,192.0,349.0
66521,4.6,1636,,29.0,13.0
66522,7.0,107,,2.0,
66523,4.3,573,,1.0,
66524,2.0,345,,12.0,4.0
66525,6.4,20077,77.0,76.0,130.0
66526,4.5,172,,1.0,1.0
66527,6.1,3204,39.0,29.0,16.0
66528,5.1,100,,3.0,2.0
66529,4.6,254,,4.0,8.0
66530,3.5,201,,,
66531,5.9,289,,,1.0
66532,7.1,127,,,2.0
66533,4.4,107,,,3.0
66534,4.2,102,,4.0,3.0
66535,6.2,198,,4.0,3.0
66536,7.8,48966,76.0,231.0,207.0
66537,6.3,141,,4.0,4.0
66538,5.2,498,,1.0,
66539,3.7,307,,2.0,5.0
66540,5.8,7917,,49.0,12.0
66541,2.8,272,,10.0,7.0
66542,6.3,209,73.0,8.0,14.0
66543,8.1,3367,,15.0,
66544,6.7,10472,40.0,78.0,51.0
66545,1.6,486,,13.0,
66546,3.7,181,,,
66547,5.4,251,,2.0,
66548,6.0,2187,,2.0,11.0
66549,6.0,527,,3.0,14.0
66550,5.1,2358,47.0,20.0,58.0
66551,4.5,225,,12.0,24.0
66552,5.5,6435,36.0,59.0,17.0
66553,3.4,339,,5.0,17.0
66554,5.0,129,,,1.0
66555,6.9,119,,4.0,
66556,5.4,241,,,12.0
66557,6.3,143,,2.0,5.0
66558,6.2,2887,,2.0,30.0
66559,4.2,687,,11.0,16.0
66560,5.7,1077,,3.0,10.0
66561,6.4,139,,2.0,6.0
66562,4.7,3771,,19.0,26.0
66563,3.6,310,,6.0,1.0
66564,3.6,439,,3.0,3.0
66565,5.1,369,,3.0,9.0
66566,6.5,200,,1.0,
66567,3.7,106,,3.0,4.0
66568,6.6,22669,22.0,76.0,28.0
66569,6.6,725,,4.0,
66570,6.9,118,,3.0,25.0
66571,7.6,1484,,4.0,1.0
66572,6.4,5116,,1.0,2.0
66573,7.1,160,,1.0,
66574,6.4,891,,,
66575,8.2,59569,,198.0,49.0
66576,5.5,157,,,
66577,6.8,1418,,8.0,11.0
66578,4.2,451,,11.0,16.0
66579,3.7,566,,,4.0
66580,5.3,125,,,7.0
66581,4.2,505,,4.0,13.0
66582,5.9,92655,44.0,277.0,213.0
66583,6.1,137,,2.0,2.0
66584,5.1,239,,2.0,3.0
66585,6.6,1501,,6.0,1.0
66586,4.5,284,,5.0,2.0
66587,4.6,189,42.0,3.0,11.0
66588,6.3,77968,49.0,116.0,167.0
66589,6.6,6399,54.0,27.0,50.0
66590,6.7,1905,,12.0,7.0
66591,6.8,1841,75.0,10.0,67.0
66592,3.2,2277,,19.0,14.0
66593,6.1,135,,,
66594,5.8,1344,54.0,7.0,17.0
66595,6.5,1395,,1.0,4.0
66596,3.1,215,,7.0,24.0
66597,5.6,3312,,22.0,5.0
66598,6.2,2508,,33.0,10.0
66599,4.1,234,,2.0,
66600,5.6,207,,2.0,7.0
66601,5.7,456,,1.0,22.0
66602,8.3,11317,,120.0,9.0
66603,6.1,158,,5.0,
66604,7.8,78853,86.0,171.0,298.0
66605,6.2,767,,1.0,1.0
66606,7.8,8450,,8.0,9.0
66607,7.9,7978,,15.0,14.0
66608,5.4,31465,32.0,119.0,98.0
66609,2.2,499,,11.0,18.0
66610,7.0,3736,,9.0,11.0
66611,7.1,64961,78.0,197.0,300.0
66612,7.0,213,,3.0,3.0
66613,3.7,1940,11.0,95.0,10.0
66614,3.5,433,,5.0,
66615,6.3,1201,,4.0,1.0
66616,5.7,266,,2.0,2.0
66617,4.5,635,,31.0,30.0
66618,4.7,941,36.0,8.0,7.0
66619,5.7,214,,3.0,14.0
66620,6.9,115,,2.0,9.0
66621,5.1,152,,1.0,5.0
66622,7.2,524,,1.0,
66623,7.6,28930,,142.0,22.0
66624,5.4,102,,5.0,34.0
66625,6.6,308,,1.0,5.0
66626,5.6,179,,,
66627,5.1,163,,2.0,4.0
66628,5.8,412,,1.0,5.0
66629,7.6,301,,2.0,
66630,4.8,1996,,22.0,18.0
66631,2.8,267,,9.0,3.0
66632,2.4,324,,3.0,1.0
66633,5.7,136,38.0,1.0,2.0
66634,7.4,417,,12.0,4.0
66635,5.0,105,,1.0,3.0
66636,1.8,154,,4.0,19.0
66637,6.3,214,,2.0,
66638,6.4,50933,49.0,162.0,303.0
66639,7.1,213024,51.0,492.0,267.0
66640,3.8,102,,2.0,1.0
66641,5.4,526,76.0,5.0,22.0
66642,6.4,3443,,24.0,19.0
66643,7.0,803,74.0,7.0,27.0
66644,4.0,418,,13.0,8.0
66645,7.3,710,,2.0,21.0
66646,6.3,101,,3.0,10.0
66647,6.4,258,,2.0,10.0
66648,6.8,3716,,16.0,13.0
66649,7.4,1963,,10.0,1.0
66650,3.8,282,,10.0,18.0
66651,6.4,2217,,7.0,22.0
66652,4.8,1122,,8.0,9.0
66653,5.9,7528,52.0,39.0,46.0
66654,4.0,1615,,13.0,8.0
66655,7.0,228,,3.0,2.0
66656,3.9,342,,2.0,2.0
66657,2.8,176,,6.0,
66658,6.4,533,,2.0,11.0
66659,5.5,124,,3.0,3.0
66660,4.8,164,,4.0,10.0
66661,4.3,1666,,29.0,10.0
66662,3.3,206,,8.0,6.0
66663,4.2,107,,1.0,13.0
66664,3.8,446,,9.0,49.0
66665,5.8,616,,,
66666,4.4,180,,,6.0
66667,6.2,1095,,2.0,6.0
66668,6.2,200,,11.0,
66669,5.7,987,,2.0,11.0
66670,6.3,199,,2.0,4.0
66671,5.4,249,,1.0,7.0
66672,3.7,760,,22.0,8.0
66673,5.8,660,,11.0,15.0
